aux	inflected	infinitive
was	purring	purr
was	withering	wither
was	paddling	paddle
was	slinking	slink
was	terminating	terminate
was	mating	mate
was	droning	drone
was	barking	bark
was	curing	cure
was	breathing	breathe
was	blushing	blush
was	restraining	restrain
was	remodeling	remodel
was	cutting	cut
was	misinterpreting	misinterpret
was	mingling	mingle
was	ushering	usher
was	spying	spy
was	brushing	brush
was	cooperating	cooperate
was	shrugging	shrug
was	reprinting	reprint
was	reverberating	reverberate
was	converting	convert
was	narrowing	narrow
was	etching	etch
was	culling	cull
was	favouring	favour
was	hooking	hook
was	rebelling	rebel
was	ratifying	ratify
was	enthusing	enthuse
was	wasting	waste
was	devolving	devolve
was	walloping	wallop
was	manipulating	manipulate
was	meting	mete
was	convincing	convince
was	colliding	collide
was	relinquishing	relinquish
was	opposing	oppose
was	shooing	shoo
was	scaring	scare
was	recanting	recant
was	figuring	figure
was	fulfilling	fulfill
was	notching	notch
was	realigning	realign
was	sleeping	sleep
was	neutralizing	neutralize
was	cranking	crank
was	trivializing	trivialize
was	resuscitating	resuscitate
was	interrogating	interrogate
was	usurping	usurp
was	allowing	allow
was	plumping	plump
was	rinsing	rinse
was	reaffirming	reaffirm
was	identifying	identify
was	ducking	duck
was	sorting	sort
was	disregarding	disregard
was	finding	find
was	commanding	command
was	seeking	seek
was	remonstrating	remonstrate
was	revoking	revoke
was	permeating	permeate
was	winking	wink
was	regulating	regulate
was	reforming	reform
was	lurking	lurk
was	keying	key
was	describing	describe
was	bringing	bring
was	capitulating	capitulate
was	furloughing	furlough
was	fixing	fix
was	encircling	encircle
was	reinforcing	reinforce
was	misplacing	misplace
was	endangering	endanger
was	consuming	consume
was	illustrating	illustrate
was	originating	originate
was	condoning	condone
was	ascribing	ascribe
was	indicating	indicate
was	using	used
was	shelling	shell
was	maintaining	maintain
was	unearthing	unearth
was	mobilizing	mobilize
was	pointing	point
was	upending	upend
was	totalling	total
was	chastising	chastise
was	coercing	coerce
was	stuffing	stuff
was	hurrying	hurry
was	hanging	hang
was	marrying	marry
was	humanizing	humanize
was	resembling	resemble
was	binding	bound
was	clarifying	clarify
was	withdrawing	withdraw
was	leaping	leap
was	incurring	incur
was	arising	arise
was	waltzing	waltz
was	packing	pack
was	founding	found
was	disallowing	disallow
was	undervaluing	undervalue
was	strutting	strut
was	overlapping	overlap
was	skating	skate
was	pedaling	pedal
was	scooping	scoop
was	surging	surge
was	pinning	pin
was	administering	administer
was	blaring	blare
was	reinventing	reinvent
was	rebounding	rebound
was	axing	axe
was	lumbering	lumber
was	gliding	glide
was	whacking	whack
was	enraging	enrage
was	cocking	cock
was	netting	net
was	predating	predate
was	peeling	peel
was	imitating	imitate
was	backfiring	backfire
was	overruling	overrule
was	averaging	average
was	mandating	mandate
was	singing	sing
was	rubbing	rub
was	captaining	captain
was	conferring	confer
was	dividing	divide
was	accentuating	accentuate
was	slicing	slice
was	emulating	emulate
was	foraging	forage
was	speaking	speak
was	clamouring	clamour
was	pricing	price
was	staring	stare
was	sitting	sit
was	enslaving	enslave
was	scrimping	scrimp
was	redoubling	redouble
was	hatching	hatch
was	specifying	specify
was	disqualifying	disqualify
was	huddling	huddle
was	desiring	desire
was	coinciding	coincide
was	publicizing	publicize
was	consecrating	consecrate
was	monitoring	monitor
was	unfolding	unfold
was	associating	associate
was	revolving	revolve
was	bashing	bash
was	courting	court
was	wreaking	wreak
was	fantasizing	fantasize
was	shimmying	shimmy
was	criminalizing	criminalize
was	burnishing	burnish
was	appealing	appeal
was	justifying	justify
was	confronting	confront
was	matching	match
was	bumbling	bumble
was	slowing	slow
was	purchasing	purchase
was	liking	like
was	picturing	picture
was	validating	validate
was	weaving	weave
was	updating	update
was	crooning	croon
was	slugging	slug
was	snorting	snort
was	encroaching	encroach
was	condemning	condemn
was	blowing	blow
was	uplifting	uplift
was	mounting	mount
was	issuing	issue
was	mutating	mutate
was	popularizing	popularize
was	patting	pat
was	performing	perform
was	corresponding	correspond
was	retreating	retreat
was	straddling	straddle
was	whining	whine
was	downing	down
was	policing	police
was	accessing	access
was	tamping	tamp
was	reassigning	reassign
was	attesting	attest
was	detecting	detect
was	commissioning	commission
was	medicating	medicate
was	warming	warm
was	annoying	annoy
was	flaunting	flaunt
was	catching	catch
was	sneaking	sneak
was	embroiling	embroil
was	wrecking	wreck
was	scuppering	scupper
was	blasting	blast
was	observing	observe
was	speculating	speculate
was	recuperating	recuperate
was	saving	save
was	oversimplifying	oversimplify
was	rejoicing	rejoice
was	crushing	crush
was	prejudging	prejudge
was	gauging	gauge
was	contracting	contract
was	cooling	cool
was	denoting	denote
was	accommodating	accommodate
was	bunking	bunk
was	promulgating	promulgate
was	rethinking	rethink
was	belittling	belittle
was	jotting	jot
was	hollering	holler
was	starving	starve
was	tucking	tuck
was	imposing	impose
was	owning	own
was	enhancing	enhance
was	mitigating	mitigate
was	corroborating	corroborate
was	disputing	dispute
was	doing	do
was	servicing	service
was	wanting	want
was	influencing	influence
was	crumbling	crumble
was	chalking	chalk
was	requesting	request
was	honouring	honour
was	overdosing	overdose
was	constructing	construct
was	discharging	discharge
was	transcending	transcend
was	stepping	step
was	charting	chart
was	popping	pop
was	deleting	delete
was	voicing	voice
was	ferrying	ferry
was	growling	growl
was	congregating	congregate
was	scanning	scan
was	regaining	regain
was	misunderstanding	misunderstand
was	staying	stay
was	flitting	flit
was	rating	rate
was	commercializing	commercialize
was	snoozing	snooze
was	looming	loom
was	muttering	mutter
was	enforcing	enforce
was	bucking	buck
was	screaming	scream
was	raining	rain
was	suppressing	suppress
was	categorizing	categorize
was	theorizing	theorize
was	protruding	protrude
was	examining	examine
was	overseeing	oversee
was	propelling	propel
was	capsizing	capsize
was	hankering	hanker
was	guarding	guard
was	relaxing	relax
was	thrashing	thrash
was	rotating	rotate
was	allaying	allay
was	aborting	abort
was	puncturing	puncture
was	relieving	relieve
was	cherishing	cherish
was	classifying	classify
was	modifying	modify
was	reshuffling	reshuffle
was	rereading	reread
was	coexisting	coexist
was	vexing	vex
was	managing	manage
was	re-signing	re-sign
was	ensuing	ensue
was	caressing	caress
was	governing	govern
was	centralizing	centralize
was	smoking	smoke
was	checking	check
was	shooting	shoot
was	bobbing	bob
was	contesting	contest
was	clinging	cling
was	replicating	replicate
was	alleviating	alleviate
was	dwindling	dwindle
was	reciting	recite
was	inoculating	inoculate
was	expressing	express
was	orchestrating	orchestrate
was	sputtering	sputter
was	atoning	atone
was	obliging	oblige
was	suggesting	suggest
was	liquidating	liquidate
was	endeavouring	endeavour
was	expending	expend
was	memorizing	memorize
was	distinguishing	distinguish
was	satisfying	satisfy
was	screening	screen
was	plundering	plunder
was	refraining	refrain
was	pushing	push
was	reflecting	reflect
was	delaying	delay
was	retaliating	retaliate
was	unionizing	unionize
was	overreaching	overreach
was	assassinating	assassinate
was	preserving	preserve
was	quivering	quiver
was	piercing	pierce
was	arriving	arrive
was	reappearing	reappear
was	extricating	extricate
was	disposing	dispose
was	pausing	pause
was	hurtling	hurtle
was	sewing	sew
was	getting	got
was	emasculating	emasculate
was	snaring	snare
was	cementing	cement
was	politicizing	politicize
was	lasting	last
was	picking	pick
was	churning	churn
was	eclipsing	eclipse
was	failing	fail
was	ruffling	ruffle
was	marching	march
was	obscuring	obscure
was	moonlighting	moonlight
was	avoiding	avoid
was	imparting	impart
was	mastering	master
was	depositing	deposit
was	annexing	annex
was	conveying	convey
was	slogging	slog
was	wearing	wear
was	smashing	smash
was	uprooting	uproot
was	revamping	revamp
was	generalizing	generalize
was	dissuading	dissuade
was	sterilizing	sterilize
was	pervading	pervade
was	slithering	slither
was	imploring	implore
was	lifting	lift
was	nabbing	nab
was	jetting	jet
was	projecting	project
was	agreeing	agree
was	shuddering	shudder
was	dripping	drip
was	mustering	muster
was	conspiring	conspire
was	nominating	nominate
was	tapering	taper
was	reverting	revert
was	splattering	splatter
was	disguising	disguise
was	disproving	disprove
was	moderating	moderate
was	renegotiating	renegotiate
was	advocating	advocate
was	backdating	backdate
was	inquiring	inquire
was	dousing	douse
was	stripping	strip
was	privatizing	privatize
was	forecasting	forecast
was	scuttling	scuttle
was	dethroning	dethrone
was	demonstrating	demonstrate
was	doling	dole
was	clawing	claw
was	colouring	colour
was	joining	join
was	waxing	wax
was	paraphrasing	paraphrase
was	structuring	structure
was	castrating	castrate
was	hearing	hear
was	differentiating	differentiate
was	evolving	evolve
was	underwriting	underwrite
was	venting	vent
was	wolfing	wolf
was	hashing	hash
was	refunding	refund
was	leaning	lean
was	tending	tend
was	electrifying	electrify
was	subletting	sublet
was	vilifying	vilify
was	thickening	thicken
was	activating	activate
was	devastating	devastate
was	struggling	struggle
was	shrouding	shroud
was	outpacing	outpace
was	dropping	drop
was	scrawling	scrawl
was	illuminating	illuminate
was	displaying	display
was	ceasing	cease
was	perpetrating	perpetrate
was	stimulating	stimulate
was	squandering	squander
was	shorting	short
was	directing	direct
was	supervising	supervise
was	smiling	smile
was	propagating	propagate
was	scrolling	scroll
was	lacking	lack
was	supplying	supply
was	regressing	regress
was	bludgeoning	bludgeon
was	swallowing	swallow
was	trimming	trim
was	betraying	betray
was	dancing	dance
was	informing	inform
was	touring	tour
was	expiring	expire
was	treating	treat
was	snuffing	snuff
was	firing	fire
was	embodying	embody
was	approaching	approach
was	casting	cast
was	crackling	crackle
was	booming	boom
was	drilling	drill
was	vomiting	vomit
was	suspending	suspend
was	violating	violate
was	reading	read
was	buying	buy
was	brightening	brighten
was	drawing	draw
was	unlocking	unlock
was	misleading	mislead
was	tiptoeing	tiptoe
was	suspecting	suspect
was	causing	cause
was	departing	depart
was	transplanting	transplant
was	disrespecting	disrespect
was	reworking	rework
was	patenting	patent
was	hobnobbing	hobnob
was	loosening	loosen
was	weighing	weigh
was	merging	merge
was	resetting	reset
was	scooting	scoot
was	granting	grant
was	cavorting	cavort
was	stretching	stretch
was	dispatching	dispatch
was	discussing	discuss
was	leading	lead
was	thronging	throng
was	charging	charge
was	prompting	prompt
was	working	work
was	behaving	behave
was	uniting	unite
was	overdoing	overdo
was	impressing	impress
was	disrupting	disrupt
was	drooping	droop
was	volunteering	volunteer
was	compromising	compromise
was	rebuilding	rebuild
was	objecting	object
was	controlling	control
was	forbidding	forbid
was	presiding	preside
was	investigating	investigate
was	coalescing	coalesce
was	absconding	abscond
was	groping	grope
was	curbing	curb
was	motivating	motivate
was	replacing	replace
was	overplaying	overplay
was	resurrecting	resurrect
was	cladding	clad
was	proposing	propose
was	disturbing	disturb
was	retooling	retool
was	connecting	connect
was	postponing	postpone
was	aping	ape
was	imploding	implode
was	outlining	outline
was	piecing	piece
was	sobbing	sob
was	revising	revise
was	disagreeing	disagree
was	stealing	steal
was	doubting	doubt
was	solving	solve
was	shifting	shift
was	lampooning	lampoon
was	conducting	conduct
was	amputating	amputate
was	seeing	see
was	recommending	recommend
was	intersecting	intersect
was	resisting	resist
was	slurping	slurp
was	severing	sever
was	divulging	divulge
was	recreating	recreate
was	hampering	hamper
was	unleashing	unleash
was	topping	top
was	combining	combine
was	involving	involve
was	superseding	supersede
was	installing	install
was	teaching	teach
was	prevailing	prevail
was	populating	populate
was	weathering	weather
was	wagging	wag
was	apologizing	apologize
was	inundating	inundate
was	outnumbering	outnumber
was	preparing	prepare
was	transporting	transport
was	latching	latch
was	torpedoing	torpedo
was	upgrading	upgrade
was	toting	tote
was	flinching	flinch
was	developing	develop
was	facilitating	facilitate
was	piling	pile
was	unplugging	unplug
was	conserving	conserve
was	recalling	recall
was	employing	employ
was	erring	err
was	consulting	consult
was	ballooning	balloon
was	censuring	censure
was	confiscating	confiscate
was	asking	ask
was	executing	execute
was	tightening	tighten
was	snuggling	snuggle
was	articulating	articulate
was	pleasing	please
was	discouraging	discourage
was	trading	trade
was	probing	probe
was	adoring	adore
was	intercepting	intercept
was	hitting	hit
was	attracting	attract
was	hedging	hedge
was	emboldening	embolden
was	delighting	delight
was	admiring	admire
was	witnessing	witness
was	imprinting	imprint
was	monetizing	monetize
was	boiling	boil
was	clearing	clear
was	corralling	corral
was	ogling	ogle
was	easing	ease
was	yawning	yawn
was	chirping	chirp
was	suing	sue
was	mimicking	mimic
was	existing	exist
was	shepherding	shepherd
was	litigating	litigate
was	browsing	browse
was	gathering	gather
was	wandering	wander
was	registering	register
was	repatriating	repatriate
was	blazing	blaze
was	urinating	urinate
was	diluting	dilute
was	floundering	flounder
was	implementing	implement
was	plopping	plop
was	shoving	shove
was	auctioning	auction
was	shipping	ship
was	riffing	riff
was	wowing	wow
was	dismembering	dismember
was	reclassifying	reclassify
was	opting	opt
was	discounting	discount
was	nailing	nail
was	stemming	stem
was	commandeering	commandeer
was	gouging	gouge
was	lopping	lop
was	battering	batter
was	fastening	fasten
was	pondering	ponder
was	lurching	lurch
was	reinvigorating	reinvigorate
was	chugging	chug
was	breaching	breach
was	inventing	invent
was	logging	log
was	wrestling	wrestle
was	debunking	debunk
was	repairing	repair
was	flogging	flog
was	importing	import
was	recapturing	recapture
was	cautioning	caution
was	admitting	admit
was	stowing	stow
was	parking	park
was	regurgitating	regurgitate
was	consoling	console
was	harmonizing	harmonize
was	caving	cave
was	preening	preen
was	huffing	huff
was	gushing	gush
was	characterizing	characterize
was	rambling	ramble
was	advising	advise
was	compensating	compensate
was	lingering	linger
was	separating	separate
was	coveting	covet
was	razing	raze
was	offsetting	offset
was	containing	contain
was	smearing	smear
was	detonating	detonate
was	misrepresenting	misrepresent
was	prodding	prod
was	consisting	consist
was	omitting	omit
was	eroding	erode
was	broadcasting	broadcast
was	apprehending	apprehend
was	sailing	sail
was	flunking	flunk
was	entailing	entail
was	printing	print
was	whittling	whittle
was	overthrowing	overthrow
was	oscillating	oscillate
was	customizing	customize
was	noticing	notice
was	infringing	infringe
was	overpaying	overpay
was	pining	pine
was	mirroring	mirror
was	repealing	repeal
was	instigating	instigate
was	devaluing	devalue
was	nestling	nestle
was	assessing	assess
was	ringing	ring
was	sneering	sneer
was	insulating	insulate
was	keeping	keep
was	seeming	seem
was	disbanding	disband
was	infuriating	infuriate
was	whisking	whisk
was	risking	risk
was	hijacking	hijack
was	pursuing	pursue
was	spending	spend
was	blackmailing	blackmail
was	loving	love
was	renouncing	renounce
was	remaining	remain
was	tying	tie
was	nourishing	nourish
was	extraditing	extradite
was	pollinating	pollinate
was	publishing	publish
was	defending	defend
was	dredging	dredge
was	chafing	chafe
was	meddling	meddle
was	gritting	grit
was	frittering	fritter
was	exerting	exert
was	democratizing	democratize
was	sticking	stick
was	decimating	decimate
was	grouping	group
was	rescinding	rescind
was	assembling	assemble
was	rendering	render
was	thrilling	thrill
was	marginalizing	marginalize
was	disapproving	disapprove
was	reexamining	reexamine
was	parlaying	parlay
was	consenting	consent
was	convening	convene
was	dedicating	dedicate
was	demoting	demote
was	helping	help
was	choreographing	choreograph
was	banking	draft
was	faulting	fault
was	bequeathing	bequeath
was	discovering	discover
was	shouting	shout
was	fussing	fuss
was	duplicating	duplicate
was	zapping	zap
was	providing	provide
was	envisaging	envisage
was	outfitting	outfit
was	sabotaging	sabotage
was	destroying	destroy
was	entering	enter
was	phoning	phone
was	glistening	glisten
was	rectifying	rectify
was	calibrating	calibrate
was	plowing	plow
was	swamping	swamp
was	smothering	smother
was	resettling	resettle
was	contradicting	contradict
was	understating	understate
was	overstepping	overstep
was	luring	lure
was	echoing	echo
was	manning	man
was	cornering	corner
was	eschewing	eschew
was	lobbying	lobby
was	encompassing	encompass
was	reuniting	reunite
was	weeding	weed
was	funding	fund
was	composing	compose
was	forming	form
was	reacting	react
was	proclaiming	proclaim
was	mulling	mull
was	belying	belie
was	revving	rev
was	parsing	parse
was	snipping	snip
was	stashing	stash
was	listening	listen
was	shopping	shop
was	waddling	waddle
was	exemplifying	exemplify
was	cobbling	cobble
was	remembering	remember
was	wedging	wedge
was	muddying	muddy
was	choking	choke
was	raising	raise
was	accusing	accuse
was	billing	bill
was	slashing	slash
was	hiring	hire
was	grabbing	grab
was	licensing	license
was	reconsidering	reconsider
was	instilling	instill
was	delivering	deliver
was	fearing	fear
was	allotting	allot
was	revolutionizing	revolutionize
was	fabricating	fabricate
was	envisioning	envision
was	veering	veer
was	sensing	sense
was	rewarding	reward
was	detracting	detract
was	happening	happen
was	maiming	maim
was	deflating	deflate
was	wading	wade
was	following	follow
was	smelling	smell
was	teaming	team
was	delineating	delineate
was	fumbling	fumble
was	quelling	quell
was	encouraging	encourage
was	degenerating	degenerate
was	sending	send
was	knitting	knit
was	aching	ache
was	enrolling	enroll
was	levying	levy
was	compounding	compound
was	tottering	totter
was	lugging	lug
was	growing	grow
was	groaning	groan
was	amounting	amount
was	preoccupying	preoccupy
was	studying	study
was	confining	confine
was	acceding	accede
was	chomping	chomp
was	upsetting	upset
was	protecting	protect
was	abdicating	abdicate
was	meshing	mesh
was	defacing	deface
was	lapping	lap
was	depicting	depict
was	formulating	formulate
was	ebbing	ebb
was	placing	place
was	writing	write
was	reminding	remind
was	shaking	shake
was	surviving	survive
was	shaping	shape
was	disinfecting	disinfect
was	eluding	elude
was	furthering	further
was	perusing	peruse
was	revitalizing	revitalize
was	rattling	rattle
was	conflating	conflate
was	quantifying	quantify
was	empowering	empower
was	kicking	kick
was	reaping	reap
was	interpreting	interpret
was	including	include
was	melding	meld
was	transmitting	transmit
was	divesting	divest
was	chatting	chat
was	cleansing	cleanse
was	splurging	splurge
was	memorializing	memorialize
was	lighting	light
was	impeaching	impeach
was	deriding	deride
was	blooming	bloom
was	urging	urge
was	soliciting	solicit
was	underscoring	underscore
was	spelling	spell
was	pandering	pander
was	branching	branch
was	expecting	expect
was	inviting	invite
was	overshadowing	overshadow
was	foreshadowing	foreshadow
was	crafting	craft
was	travelling	travel
was	recruiting	recruit
was	reassuring	reassure
was	banishing	banish
was	exercising	exercise
was	smoothing	smooth
was	intimidating	intimidate
was	rising	rise
was	viewing	view
was	unnerving	unnerve
was	gorging	gorge
was	quarrelling	quarrel
was	taking	take
was	pleading	plead
was	trusting	trust
was	relenting	relent
was	striving	strive
was	recouping	recoup
was	gleaming	gleam
was	dipping	dip
was	equaling	equal
was	emigrating	emigrate
was	shelving	shelve
was	sampling	sample
was	fertilizing	fertilize
was	discriminating	discriminate
was	lobbing	lob
was	hating	hate
was	expounding	expound
was	ravaging	ravage
was	outweighing	outweigh
was	bracing	brace
was	undertaking	undertake
was	counteracting	counteract
was	refining	refine
was	subscribing	subscribe
was	moving	move
was	wondering	wonder
was	grimacing	grimace
was	inhibiting	inhibit
was	toppling	topple
was	pouring	pour
was	engineering	engineer
was	releasing	release
was	underlining	underline
was	correcting	correct
was	spurning	spurn
was	zeroing	zero
was	submitting	submit
was	buffeting	buffet
was	leaching	leach
was	flirting	flirt
was	eking	eke
was	completing	complete
was	obtaining	obtain
was	fluctuating	fluctuate
was	contending	contend
was	renaming	rename
was	neutering	neuter
was	cropping	crop
was	outrunning	outrun
was	defrauding	defraud
was	overturning	overturn
was	dunking	dunk
was	unpacking	unpack
was	shirking	shirk
was	skippering	skipper
was	experiencing	experience
was	halving	halve
was	encountering	encounter
was	contemplating	contemplate
was	nurturing	nurture
was	overcoming	overcome
was	creeping	creep
was	likening	liken
was	flicking	flick
was	eliminating	eliminate
was	infecting	infect
was	swatting	swat
was	kick-starting	kick-start
was	buzzing	buzz
was	emphasizing	emphasize
was	grooming	groom
was	dying	die
was	outshining	outshine
was	translating	translate
was	elevating	elevate
was	accrediting	accredit
was	renting	rent
was	mixing	mix
was	participating	participate
was	flopping	flop
was	bribing	bribe
was	reinvesting	reinvest
was	robbing	rob
was	escalating	escalate
was	refreshing	refresh
was	interrupting	interrupt
was	ending	end
was	deeming	deem
was	gazing	gaze
was	covering	cover
was	yelling	yell
was	waning	wane
was	stating	state
was	aiding	aid
was	commending	commend
was	slackening	slacken
was	galvanizing	galvanize
was	slitting	slit
was	rummaging	rummage
was	thrusting	thrust
was	embezzling	embezzle
was	building	build
was	demonizing	demonize
was	retracting	retract
was	taxing	tax
was	scrounging	scrounge
was	incarcerating	incarcerate
was	reopening	reopen
was	exterminating	exterminate
was	reciprocating	reciprocate
was	slumping	slump
was	shrieking	shriek
was	refilling	refill
was	blunting	blunt
was	pissing	piss
was	jumping	jump
was	quarantining	quarantine
was	inducing	induce
was	flashing	flash
was	functioning	function
was	ticking	tick
was	pirating	pirate
was	signalling	signal
was	proceeding	proceed
was	lengthening	lengthen
was	tweeting	tweet
was	obstructing	obstruct
was	readjusting	readjust
was	reserving	reserve
was	cancelling	cancel
was	appeasing	appease
was	fending	fend
was	disfiguring	disfigure
was	gravitating	gravitate
was	warranting	warrant
was	bumping	bump
was	establishing	establish
was	haunting	haunt
was	manoeuvring	manoeuvre
was	constraining	constrain
was	obliterating	obliterate
was	exchanging	exchange
was	frying	fry
was	tapping	tap
was	redressing	redress
was	lusting	lust
was	stifling	stifle
was	curtailing	curtail
was	promising	promise
was	stocking	stock
was	overlooking	overlook
was	teeing	tee
was	flushing	flush
was	bulging	bulge
was	shining	shine
was	mistreating	mistreat
was	counting	count
was	researching	research
was	petering	peter
was	roiling	roil
was	curling	curl
was	voiding	void
was	seeping	seep
was	reimbursing	reimburse
was	sucking	suck
was	boring	bore
was	fetching	fetch
was	singling	single
was	denying	deny
was	sniffing	sniff
was	mutilating	mutilate
was	dampening	dampen
was	synchronizing	synchronize
was	replenishing	replenish
was	degrading	degrade
was	reversing	reverse
was	burrowing	burrow
was	recasting	recast
was	tempering	temper
was	revealing	reveal
was	rationing	ration
was	diversifying	diversify
was	scattering	scatter
was	corroding	corrode
was	yielding	yield
was	ruing	rue
was	expelling	expel
was	portraying	portray
was	gyrating	gyrate
was	stooping	stoop
was	punctuating	punctuate
was	brewing	brew
was	enlivening	enliven
was	slinging	sling
was	reheating	reheat
was	franchising	franchise
was	verifying	verify
was	enlisting	enlist
was	needing	need
was	inheriting	inherit
was	impugning	impugn
was	rehashing	rehash
was	plying	ply
was	utilizing	utilize
was	prescribing	prescribe
was	guessing	guess
was	painting	paint
was	weaning	wean
was	biding	bide
was	reissuing	reissue
was	locating	locate
was	isolating	isolate
was	perceiving	perceive
was	grumbling	grumble
was	absolving	absolve
was	hardening	harden
was	undergoing	undergo
was	borrowing	borrow
was	disengaging	disengage
was	loosing	loose
was	reconstituting	reconstitute
was	settling	settle
was	modernizing	modernize
was	bamboozling	bamboozle
was	admonishing	admonish
was	realizing	realize
was	teeming	teem
was	shielding	shield
was	incriminating	incriminate
was	assisting	assist
was	mothballing	mothball
was	sapping	sap
was	ousting	oust
was	polishing	polish
was	diffusing	diffuse
was	venturing	venture
was	analyzing	analyze
was	misreading	misread
was	ceding	cede
was	glossing	gloss
was	surrounding	surround
was	surpassing	surpass
was	emitting	emit
was	relating	relate
was	climaxing	climax
was	linking	link
was	clinching	clinch
was	twisting	twist
was	gulping	gulp
was	wending	wend
was	summing	sum
was	catapulting	catapult
was	reentering	reenter
was	dictating	dictate
was	abandoning	abandon
was	milking	milk
was	reporting	report
was	ordaining	ordain
was	whispering	whisper
was	cooking	cook
was	brainwashing	brainwash
was	refurbishing	refurbish
was	ripening	ripen
was	prancing	prance
was	voting	vote
was	cracking	crack
was	watching	watch
was	coughing	cough
was	abstaining	abstain
was	floating	float
was	peering	peer
was	appreciating	appreciate
was	arching	arch
was	deploring	deplore
was	subverting	subvert
was	sacking	sack
was	regretting	regret
was	supplementing	supplement
was	disarming	disarm
was	raving	rave
was	inserting	insert
was	grating	grate
was	injuring	injure
was	complementing	complement
was	donating	donate
was	modelling	model
was	exaggerating	exaggerate
was	sifting	sift
was	levelling	level
was	spurring	spur
was	extracting	extract
was	positioning	position
was	attaching	attach
was	boasting	boast
was	electing	elect
was	braving	brave
was	dramatizing	dramatize
was	reigning	reign
was	swinging	swing
was	warding	ward
was	contrasting	contrast
was	kneeling	kneel
was	filling	fill
was	dovetailing	dovetail
was	relocating	relocate
was	enticing	entice
was	traversing	traverse
was	stoking	stoke
was	fretting	fret
was	bolstering	bolster
was	landing	land
was	faring	fare
was	reckoning	reckon
was	besetting	beset
was	overhauling	overhaul
was	dubbing	dub
was	disavowing	disavow
was	improvising	improvise
was	waiving	waive
was	repaying	repay
was	celebrating	celebrate
was	outwitting	outwit
was	ridiculing	ridicule
was	pecking	peck
was	turning	turn
was	teasing	tease
was	bellowing	bellow
was	infusing	infuse
was	enriching	enrich
was	trumping	trump
was	downplaying	downplay
was	professing	profess
was	stigmatizing	stigmatize
was	swabbing	swab
was	shortening	shorten
was	denouncing	denounce
was	persecuting	persecute
was	heeding	heed
was	dabbling	dabble
was	pummelling	pummel
was	sprouting	sprout
was	meditating	meditate
was	touching	touch
was	trolling	troll
was	spooking	spook
was	deactivating	deactivate
was	banning	ban
was	waging	wage
was	lording	lord
was	stressing	stress
was	sanitizing	sanitize
was	touting	tout
was	imagining	imagine
was	inhabiting	inhabit
was	rehabilitating	rehabilitate
was	buffing	buffer
was	gasping	gasp
was	forgiving	forgive
was	pretending	pretend
was	depriving	deprive
was	smacking	smack
was	practicing	practice
was	trashing	trash
was	lambasting	lambaste
was	kissing	kiss
was	punching	punch
was	tracing	trace
was	murmuring	murmur
was	parrying	parry
was	determining	determine
was	booking	book
was	wafting	waft
was	jutting	jut
was	eviscerating	eviscerate
was	wielding	wield
was	mapping	map
was	disowning	disown
was	narrating	narrate
was	sizzling	sizzle
was	grossing	gross
was	missing	miss
was	multiplying	multiply
was	excelling	excel
was	disliking	dislike
was	bridging	bridge
was	insuring	insure
was	responding	respond
was	uncovering	uncover
was	clasping	clasp
was	forgetting	forget
was	frustrating	frustrate
was	residing	reside
was	wringing	wring
was	writhing	writhe
was	migrating	migrate
was	shunting	shunt
was	disintegrating	disintegrate
was	fluttering	flutter
was	exclaiming	exclaim
was	firming	firm
was	proving	prove
was	acquitting	acquit
was	hurling	hurl
was	chucking	chuck
was	crawling	crawl
was	lubricating	lubricate
was	dangling	dangle
was	spearing	spear
was	explaining	explain
was	nicking	nick
was	suiting	suit
was	ploughing	plough
was	dozing	doze
was	losing	lose
was	traipsing	traipse
was	skimming	skim
was	crossing	cross
was	liberalizing	liberalize
was	brandishing	brandish
was	complaining	complain
was	equating	equate
was	naming	name
was	dissecting	dissect
was	foisting	foist
was	handcuffing	handcuff
was	requiring	require
was	crumpling	crumple
was	skipping	skip
was	spanning	span
was	praying	pray
was	allying	ally
was	centring	centre
was	riling	rile
was	assimilating	assimilate
was	falling	fall
was	savouring	savour
was	scribbling	scribble
was	exhaling	exhale
was	deferring	defer
was	elaborating	elaborate
was	outstripping	outstrip
was	upstaging	upstage
was	reconstructing	reconstruct
was	expanding	expand
was	wriggling	wriggle
was	resurfacing	resurface
was	vacuuming	vacuum
was	pricking	prick
was	haggling	haggle
was	marshalling	marshal
was	dishing	dish
was	romping	romp
was	transcribing	transcribe
was	moulding	mould
was	injecting	inject
was	affixing	affix
was	acknowledging	acknowledge
was	replying	reply
was	evaporating	evaporate
was	equalizing	equalize
was	running	run
was	combating	combat
was	edging	edge
was	exempting	exempt
was	creating	create
was	minimizing	minimize
was	quizzing	quiz
was	sullying	sully
was	referencing	reference
was	judging	judge
was	featuring	feature
was	evading	evade
was	tearing	tear
was	implanting	implant
was	bankrolling	bankroll
was	waving	wave
was	hounding	hound
was	chiding	chide
was	awaiting	await
was	fielding	field
was	pertaining	pertain
was	riding	ride
was	qualifying	qualify
was	receiving	receive
was	befriending	befriend
was	staining	stain
was	serving	serve
was	lining	line
was	earmarking	earmark
was	discontinuing	discontinue
was	seducing	seduce
was	avenging	avenge
was	applying	apply
was	plunging	plunge
was	enquiring	enquire
was	signing	sign
was	tripling	triple
was	spawning	spawn
was	reliving	relive
was	equipping	equip
was	upholding	uphold
was	expediting	expedite
was	overheating	overheat
was	affording	afford
was	cultivating	cultivate
was	lacing	lace
