phrase	label
had practised	1
had practise	0
had practising	0
had contacted	1
had contacting	0
had satisfied	1
had satisfy	0
had satisfying	0
had educated	1
had educate	0
had educating	0
had engineered	1
had engineer	0
had engineering	0
had sewn	1
had sew	0
had sewing	0
had established	1
had establish	0
had establishing	0
had dialed	1
had dial	0
had dialing	0
had applied	1
had apply	0
had applying	0
had sparked	1
had spark	0
had sparking	0
had associated	1
had associate	0
had associating	0
had printed	1
had print	0
had printing	0
had yelled	1
had yell	0
had yelling	0
had distracted	1
had distract	0
had distracting	0
had afforded	1
had afford	0
had affording	0
had wrestled	1
had wrestle	0
had wrestling	0
had grabbed	1
had grab	0
had grabbing	0
had directed	1
had directing	0
had overseen	1
had oversee	0
had overseeing	0
had interviewed	1
had interview	0
had interviewing	0
had preferred	1
had prefer	0
had preferring	0
had rung	1
had ring	0
had ringing	0
had merged	1
had merge	0
had merging	0
had elected	1
had elect	0
had electing	0
had signalled	1
had signal	0
had signalling	0
had battled	1
had battle	0
had battling	0
had allied	1
had ally	0
had allying	0
had influenced	1
had influencing	0
had collected	1
had collect	0
had collecting	0
had mirrored	1
had mirror	0
had mirroring	0
had designated	1
had designate	0
had designating	0
had punched	1
had punch	0
had punching	0
had doubted	1
had doubt	0
had doubting	0
had attached	1
had attach	0
had attaching	0
had touched	1
had touch	0
had touching	0
had logged	1
had log	0
had logging	0
had surpassed	1
had surpass	0
had surpassing	0
had augmented	1
had augment	0
had augmenting	0
had marketed	1
had market	0
had marketing	0
had reformed	1
had reform	0
had reforming	0
had emitted	1
had emit	0
had emitting	0
had starred	1
had revealed	1
had reveal	0
had revealing	0
had accommodated	1
had accommodate	0
had accommodating	0
had wished	1
had wish	0
had wishing	0
had exhausted	1
had exhaust	0
had exhausting	0
had introduced	1
had introduce	0
had introducing	0
had bred	1
had breed	0
had breeding	0
had existed	1
had exist	0
had receded	1
had recede	0
had receding	0
had coaxed	1
had coax	0
had coaxing	0
had downplayed	1
had downplay	0
had downplaying	0
had promised	1
had spurred	1
had spur	0
had spurring	0
had updated	1
had update	0
had updating	0
had reminded	1
had remind	0
had reminding	0
had infuriated	1
had infuriate	0
had infuriating	0
had blown	1
had blow	0
had blowing	0
had solidified	1
had solidify	0
had solidifying	0
had governed	1
had govern	0
had governing	0
had committed	1
had commit	0
had committing	0
had ceased	1
had cease	0
had ceasing	0
had declared	1
had declare	0
had declaring	0
had mixed	1
had mix	0
had mixing	0
had lingered	1
had linger	0
had regained	1
had regain	0
had regaining	0
had permitted	1
had permit	0
had permitting	0
had tripled	1
had tripling	0
had collided	1
had collide	0
had colliding	0
had wiped	1
had wipe	0
had wiping	0
had resembled	1
had resemble	0
had resembling	0
had bucked	1
had buck	0
had bucking	0
had branched	1
had branch	0
had branching	0
had rectified	1
had rectify	0
had rectifying	0
had unearthed	1
had unearth	0
had unearthing	0
had anticipated	1
had anticipate	0
had anticipating	0
had communicated	1
had communicate	0
had communicating	0
had boasted	1
had boast	0
had boasting	0
had snuck	1
had sneak	0
had sneaking	0
had succeeded	1
had succeed	0
had succeeding	0
had classified	1
had classify	0
had classifying	0
had renovated	1
had renovate	0
had renovating	0
had bolstered	1
had bolster	0
had bolstering	0
had upheld	1
had uphold	0
had upholding	0
had specified	1
had specify	0
had specifying	0
had evened	1
had evening	0
had browsed	1
had browse	0
had browsing	0
had wandered	1
had wander	0
had wandering	0
had processed	1
had process	0
had processing	0
had separated	1
had separating	0
had reopened	1
had reopen	0
had reopening	0
had pronounced	1
had pronounce	0
had pronouncing	0
had romped	1
had romp	0
had romping	0
had toppled	1
had topple	0
had toppling	0
had eased	1
had ease	0
had easing	0
had reproduced	1
had reproduce	0
had reproducing	0
had confessed	1
had confess	0
had confessing	0
had discharged	1
had discharge	0
had discharging	0
had reckoned	1
had reckon	0
had reckoning	0
had plotted	1
had plot	0
had plotting	0
had detected	1
had detect	0
had detecting	0
had flexed	1
had flex	0
had flexing	0
had stored	1
had store	0
had storing	0
had pumped	1
had pump	0
had pumping	0
had pulled	1
had pull	0
had pulling	0
had perpetuated	1
had perpetuate	0
had perpetuating	0
had listed	1
had list	0
had listing	0
had tumbled	1
had tumble	0
had tumbling	0
had guided	1
had guide	0
had guiding	0
had hustled	1
had hustle	0
had hustling	0
had pegged	1
had peg	0
had pegging	0
had manufactured	1
had manufacture	0
had manufacturing	0
had rounded	1
had rounding	0
had tackled	1
had tackle	0
had tackling	0
had besetting	0
had breathed	1
had breathe	0
had crumbled	1
had crumble	0
had crumbling	0
had vied	1
had vie	0
had vying	0
had triggered	1
had trigger	0
had triggering	0
had striven	1
had strive	0
had striving	0
had achieved	1
had achieve	0
had achieving	0
had delayed	1
had delay	0
had delaying	0
had persisted	1
had persist	0
had persisting	0
had blazed	1
had blaze	0
had blazing	0
had ratified	1
had ratify	0
had ratifying	0
had congregated	1
had congregate	0
had congregating	0
had probed	1
had probe	0
had probing	0
had repealed	1
had repeal	0
had repealing	0
had concealed	1
had conceal	0
had concealing	0
had befriended	1
had befriend	0
had befriending	0
had posited	1
had posit	0
had positing	0
had cherished	1
had cherish	0
had cherishing	0
had misinterpreted	1
had misinterpret	0
had misinterpreting	0
had highlighted	1
had highlight	0
had highlighting	0
had rehabilitated	1
had rehabilitate	0
had rehabilitating	0
had respected	1
had respecting	0
had eliminated	1
had eliminate	0
had eliminating	0
had forgotten	1
had forget	0
had forgetting	0
had undermined	1
had undermine	0
had undermining	0
had enhanced	1
had enhance	0
had enhancing	0
had authorized	1
had authorize	0
had authorizing	0
had hauled	1
had haul	0
had hauling	0
had provoked	1
had provoke	0
had provoking	0
had jeopardized	1
had jeopardize	0
had jeopardizing	0
had deteriorated	1
had deteriorate	0
had deteriorating	0
had detained	1
had detain	0
had detaining	0
had disqualified	1
had disqualify	0
had disqualifying	0
had reclined	1
had recline	0
had reclining	0
had measured	1
had measure	0
had measuring	0
had employed	1
had employ	0
had employing	0
had basked	1
had bask	0
had basking	0
had overlooked	1
had overlook	0
had overlooking	0
had perceived	1
had perceive	0
had perceiving	0
had requested	1
had request	0
had requesting	0
had vacated	1
had vacate	0
had vacating	0
had arisen	1
had arise	0
had arising	0
had preached	1
had preach	0
had preaching	0
had examined	1
had examine	0
had examining	0
had gasped	1
had gasp	0
had gasping	0
had grated	1
had grate	0
had grating	0
had deplored	1
had deplore	0
had deploring	0
had hinted	1
had hint	0
had hinting	0
had greeted	1
had greet	0
had greeting	0
had embarrassed	1
had embarrass	0
had reprimanded	1
had reprimand	0
had reprimanding	0
had frozen	1
had freeze	0
had freezing	0
had paralyzed	1
had paralyze	0
had paralyzing	0
had squeezed	1
had squeeze	0
had squeezing	0
had combated	1
had combating	0
had belonged	1
had belong	0
had belonging	0
had cried	1
had cry	0
had crying	0
had lodged	1
had lodge	0
had lodging	0
had upstaged	1
had upstage	0
had upstaging	0
had collaborated	1
had collaborate	0
had collaborating	0
had supplied	1
had supply	0
had supplying	0
had straightened	1
had straighten	0
had straightening	0
had fined	1
had fining	0
had harassed	1
had harass	0
had harassing	0
had imagined	1
had imagine	0
had imagining	0
had noticed	1
had noticing	0
had worried	1
had worry	0
had worrying	0
had perused	1
had peruse	0
had perusing	0
had leapt	1
had leap	0
had leaping	0
had ensued	1
had ensue	0
had ensuing	0
had lectured	1
had lecture	0
had lecturing	0
had modified	1
had modify	0
had modifying	0
had fumed	1
had fume	0
had fuming	0
had chuckled	1
had chuckle	0
had chuckling	0
had abstained	1
had abstain	0
had abstaining	0
had scattered	1
had scatter	0
had scattering	0
had shunned	1
had shun	0
had shunning	0
had guaranteed	1
had guarantee	0
had guaranteeing	0
had hoarded	1
had hoard	0
had hoarding	0
had labelled	1
had label	0
had labelling	0
had borrowed	1
had borrow	0
had borrowing	0
had informed	1
had inform	0
had informing	0
had dreamt	1
had dream	0
had dreaming	0
had licensed	1
had licensing	0
had progressed	1
had progress	0
had progressing	0
had soared	1
had soar	0
had soaring	0
had landed	1
had landing	0
had migrated	1
had migrate	0
had migrating	0
had surrendered	1
had surrender	0
had surrendering	0
had impressed	1
had impress	0
had impressing	0
had masturbated	1
had masturbate	0
had masturbating	0
had sliced	1
had slice	0
had slicing	0
had bled	1
had bleed	0
had deterred	1
had deter	0
had deterring	0
had refinanced	1
had refinance	0
had refinancing	0
had brewed	1
had brew	0
had brewing	0
had backdated	1
had backdate	0
had backdating	0
had judged	1
had judge	0
had judging	0
had afflicted	1
had afflict	0
had afflicting	0
had debunked	1
had debunk	0
had debunking	0
had warranted	1
had warrant	0
had warranting	0
had survived	1
had survive	0
had surviving	0
had leant	1
had lean	0
had leaning	0
had crossed	1
had cross	0
had crossing	0
had located	1
had locate	0
had locating	0
had expressed	1
had express	0
had expressing	0
had weighed	1
had weigh	0
had weighing	0
had disbursed	1
had disburse	0
had disbursing	0
had recovered	1
had recover	0
had recovering	0
had accelerated	1
had accelerate	0
had accelerating	0
had woken	1
had wake	0
had waking	0
had stacked	1
had stack	0
had stacking	0
had obeyed	1
had obey	0
had obeying	0
had heightened	1
had heighten	0
had heightening	0
had abandoned	1
had abandon	0
had abandoning	0
had deflected	1
had deflect	0
had deflecting	0
had tied	1
had tie	0
had tying	0
had focussed	1
had focus	0
had focussing	0
had pressured	1
had pressuring	0
had mimicked	1
had mimic	0
had mimicking	0
had overcoming	0
had strayed	1
had stray	0
had straying	0
had evaluated	1
had evaluate	0
had evaluating	0
had marvelled	1
had marvel	0
had marvelling	0
had overtaken	1
had overtake	0
had overtaking	0
had underlined	1
had underline	0
had underlining	0
had posed	1
had pose	0
had posing	0
had realised	1
had realise	0
had realising	0
had reinstated	1
had reinstate	0
had reinstating	0
had enveloped	1
had envelop	0
had enveloping	0
had conjured	1
had conjure	0
had conjuring	0
had shedding	0
had viewed	1
had view	0
had viewing	0
had steered	1
had steer	0
had steering	0
had locked	1
had lock	0
had locking	0
had bored	1
had bore	0
had boring	0
had ejected	1
had eject	0
had ejecting	0
had stated	1
had stating	0
had prosecuted	1
had prosecute	0
had prosecuting	0
had paved	1
had pave	0
had paving	0
had trailed	1
had trail	0
had trailing	0
had sampled	1
had sample	0
had sampling	0
had peered	1
had peer	0
had peering	0
had donated	1
had donate	0
had donating	0
had renegotiated	1
had renegotiate	0
had renegotiating	0
had traced	1
had trace	0
had tracing	0
had tagged	1
had tag	0
had tagging	0
had amounted	1
had amount	0
had amounting	0
had exacerbated	1
had exacerbate	0
had exacerbating	0
had encountered	1
had encounter	0
had encountering	0
had escalated	1
had escalate	0
had escalating	0
had advanced	1
had advancing	0
had outnumbered	1
had outnumber	0
had outnumbering	0
had installed	1
had install	0
had installing	0
had praised	1
had praising	0
had devoured	1
had devour	0
had devouring	0
had conquered	1
had conquer	0
had conquering	0
had relished	1
had relish	0
had relishing	0
had fended	1
had fend	0
had fending	0
had distanced	1
had distance	0
had distancing	0
had emanated	1
had emanate	0
had emanating	0
had extinguished	1
had extinguish	0
had extinguishing	0
had superseded	1
had supersede	0
had superseding	0
had severed	1
had sever	0
had severing	0
had worsened	1
had worsen	0
had worsening	0
had rebutted	1
had rebut	0
had rebutting	0
had practiced	1
had practicing	0
had pitched	1
had pitch	0
had pitching	0
had contended	1
had contend	0
had contending	0
had plummeted	1
had plummet	0
had plummeting	0
had defied	1
had defy	0
had defying	0
had planted	1
had plant	0
had planting	0
had devastated	1
had devastate	0
had decamped	1
had decamp	0
had decamping	0
had discouraged	1
had discourage	0
had discouraging	0
had paused	1
had pause	0
had pausing	0
had constituted	1
had constitute	0
had constituting	0
had misrepresented	1
had misrepresent	0
had misrepresenting	0
had extrapolated	1
had extrapolate	0
had extrapolating	0
had hopped	1
had hop	0
had hopping	0
had overturned	1
had overturn	0
had overturning	0
had corresponded	1
had correspond	0
had corresponding	0
had reworked	1
had rework	0
had reworking	0
had curled	1
had curl	0
had curling	0
had sensed	1
had sensing	0
had brushed	1
had brush	0
had brushing	0
had overridden	1
had override	0
had overriding	0
had conceded	1
had concede	0
had conceding	0
had dwarfed	1
had dwarf	0
had dwarfing	0
had tendered	1
had tender	0
had tendering	0
had voiced	1
had voice	0
had voicing	0
had anointed	1
had anoint	0
had anointing	0
had upgraded	1
had upgrade	0
had upgrading	0
had revamped	1
had revamp	0
had revamping	0
had mopped	1
had mop	0
had mopping	0
had geared	1
had gear	0
had gearing	0
had dyed	1
had dye	0
had dyeing	0
had wrung	1
had wring	0
had wringing	0
had boiled	1
had boil	0
had sapped	1
had sap	0
had sapping	0
had affirmed	1
had affirm	0
had affirming	0
had credited	1
had crediting	0
had underscored	1
had underscore	0
had underscoring	0
had counted	1
had count	0
had counting	0
had reconsidered	1
had reconsider	0
had reconsidering	0
had insured	1
had insure	0
had insuring	0
had inserted	1
had insert	0
had inserting	0
had aspired	1
had aspire	0
had aspiring	0
had tolerated	1
had tolerate	0
had tolerating	0
had mitigated	1
had mitigate	0
had mitigating	0
had depleted	1
had deplete	0
had depleting	0
had enraged	1
had enrage	0
had enraging	0
had imprisoned	1
had imprison	0
had imprisoning	0
had nominated	1
had nominate	0
had nominating	0
had shipped	1
had ship	0
had shipping	0
had relocated	1
had relocate	0
had relocating	0
had compensated	1
had compensate	0
had compensating	0
had grappled	1
had grapple	0
had grappling	0
had purchased	1
had purchase	0
had purchasing	0
had travelled	1
had travelling	0
had hedged	1
had hedge	0
had hedging	0
had unlocked	1
had unlock	0
had unlocking	0
had flouted	1
had flout	0
had flouting	0
had priced	1
had pricing	0
had confined	1
had confine	0
had confining	0
had commenced	1
had commence	0
had commencing	0
had marched	1
had march	0
had marching	0
had diversified	1
had diversify	0
had diversifying	0
had exploded	1
had explode	0
had exploding	0
had brainwashed	1
had brainwash	0
had brainwashing	0
had fixed	1
had fix	0
had fixing	0
had cleaned	1
had cleaning	0
had dispensed	1
had dispense	0
had dispensing	0
had drained	1
had drain	0
had draining	0
had acquitted	1
had acquit	0
had acquitting	0
had stamped	1
had stamp	0
had stamping	0
had ignited	1
had ignite	0
had igniting	0
had grounded	1
had grounding	0
had dried	1
had drying	0
had denounced	1
had denounce	0
had denouncing	0
had integrated	1
had integrate	0
had integrating	0
had outperformed	1
had outperform	0
had outperforming	0
had devoted	1
had devote	0
had devoting	0
had injected	1
had inject	0
had injecting	0
had dissolved	1
had dissolve	0
had dissolving	0
had curbed	1
had curb	0
had curbing	0
had staked	1
had stake	0
had staking	0
had lagged	1
had lag	0
had lagging	0
had stifled	1
had stifle	0
had stifling	0
had studied	1
had study	0
had studying	0
had mortgaged	1
had mortgaging	0
had vanished	1
had vanish	0
had vanishing	0
had substituted	1
had substituting	0
had smelled	1
had smell	0
had smelling	0
had scratched	1
had scratching	0
had rubbed	1
had rub	0
had rubbing	0
had taxed	1
had taxing	0
had imperiled	1
had imperil	0
had imperiling	0
had recounted	1
had recount	0
had recounting	0
had presided	1
had preside	0
had presiding	0
had skipped	1
had skip	0
had skipping	0
had cheated	1
had cheat	0
had cheating	0
had copied	1
had copy	0
had copying	0
had punished	1
had punish	0
had punishing	0
had phased	1
had phase	0
had phasing	0
had checked	1
had check	0
had checking	0
had justified	1
had justify	0
had justifying	0
had simmered	1
had simmer	0
had simmering	0
had tossed	1
had toss	0
had tossing	0
had stalled	1
had stall	0
had stalling	0
had minimized	1
had minimize	0
had minimizing	0
had stormed	1
had storm	0
had storming	0
had occupied	1
had occupy	0
had occupying	0
had banked	1
had draft	0
had snapped	1
had snap	0
had snapping	0
had disobeyed	1
had disobey	0
had disobeying	0
had emboldened	1
had embolden	0
had emboldening	0
had interacted	1
had interact	0
had interacting	0
had transmitted	1
had transmit	0
had transmitting	0
had arched	1
had arch	0
had arching	0
had conceived	1
had conceive	0
had conceiving	0
had disclosed	1
had disclose	0
had disclosing	0
had retailed	1
had retailing	0
had broadcasted	1
had broadcasting	0
had proceeded	1
had proceed	0
had proceeding	0
had negotiated	1
had negotiate	0
had negotiating	0
had deviated	1
had deviate	0
had deviating	0
had emphasized	1
had emphasize	0
had emphasizing	0
had broadened	1
had broaden	0
had broadening	0
had stained	1
had stain	0
had staining	0
had ceded	1
had cede	0
had ceding	0
had staved	1
had stave	0
had staving	0
had restrained	1
had restrain	0
had restraining	0
had trusted	1
had trusting	0
had moonlighted	1
had moonlight	0
had moonlighting	0
had raked	1
had rake	0
had raking	0
had transferred	1
had transfer	0
had transferring	0
had sealed	1
had seal	0
had sealing	0
had loaded	1
had load	0
had loading	0
had heralded	1
had herald	0
had heralding	0
had questioned	1
had question	0
had questioning	0
had allocated	1
had allocate	0
had allocating	0
had swallowed	1
had swallow	0
had swallowing	0
had commemorated	1
had commemorate	0
had commemorating	0
had clinched	1
had clinch	0
had clinching	0
had spitting	0
had subjected	1
had subject	0
had subjecting	0
had exported	1
had export	0
had exporting	0
had interfered	1
had interfere	0
had interfering	0
had safeguarded	1
had safeguard	0
had safeguarding	0
had mulled	1
had mull	0
had mulling	0
had acquired	1
had acquire	0
had acquiring	0
had stung	1
had sting	0
had stinging	0
had scorned	1
had scorn	0
had scorning	0
had sketched	1
had sketch	0
had sketching	0
had quizzed	1
had quiz	0
had quizzing	0
had earmarked	1
had earmark	0
had earmarking	0
had advocated	1
had advocate	0
had advocating	0
had peddled	1
had peddle	0
had peddling	0
had enrolled	1
had enroll	0
had enrolling	0
had coincided	1
had coincide	0
had coinciding	0
had upsetting	0
had stabilized	1
had stabilize	0
had stabilizing	0
had replied	1
had reply	0
had replying	0
had rattled	1
had rattle	0
had rattling	0
had shrugged	1
had shrug	0
had shrugging	0
had netted	1
had netting	0
had spiked	1
had spike	0
had spiking	0
had ironed	1
had ironing	0
had funded	1
had fund	0
had lurked	1
had lurk	0
had lurking	0
had punctured	1
had puncturing	0
had networked	1
had network	0
had networking	0
had skated	1
had skate	0
had skating	0
had rumbled	1
had rumble	0
had rumbling	0
had resuscitated	1
had resuscitate	0
had resuscitating	0
had decapitated	1
had decapitate	0
had decapitating	0
had outweighed	1
had outweigh	0
had outweighing	0
had intercepted	1
had intercept	0
had intercepting	0
had restocked	1
had restock	0
had restocking	0
had rejoiced	1
had rejoice	0
had rejoicing	0
had spun	1
had spin	0
had spinning	0
had scrapped	1
had scrap	0
had scrapping	0
had shepherded	1
had shepherd	0
had shepherding	0
had persuaded	1
had persuade	0
had persuading	0
had disturbed	1
had disturb	0
had abused	1
had abusing	0
had uncovered	1
had uncover	0
had uncovering	0
had channelled	1
had channel	0
had channelling	0
had reinforced	1
had reinforce	0
had reinforcing	0
had skyrocketed	1
had skyrocket	0
had skyrocketing	0
had courted	1
had courting	0
had caved	1
had cave	0
had caving	0
had demonstrated	1
had demonstrate	0
had demonstrating	0
had sailed	1
had sail	0
had sailing	0
had spied	1
had spy	0
had spying	0
had realized	1
had realize	0
had realizing	0
had slowed	1
had slowing	0
had overhauled	1
had overhaul	0
had overhauling	0
had sustained	1
had sustain	0
had sustaining	0
had inquired	1
had inquire	0
had inquiring	0
had gambled	1
had gamble	0
had organized	1
had organize	0
had organizing	0
had remonstrated	1
had remonstrate	0
had remonstrating	0
had figured	1
had figure	0
had figuring	0
had dwindled	1
had dwindle	0
had dwindling	0
had outlawed	1
had outlaw	0
had outlawing	0
had pounded	1
had pound	0
had pounding	0
had attributed	1
had attribute	0
had attributing	0
had supervised	1
had supervise	0
had supervising	0
had bestowed	1
had bestow	0
had bestowing	0
had renamed	1
had rename	0
had renaming	0
had behaved	1
had behave	0
had behaving	0
had nullified	1
had nullify	0
had nullifying	0
had validated	1
had validate	0
had validating	0
had reassured	1
had reassure	0
had reassuring	0
had disposed	1
had dispose	0
had disposing	0
had wrecked	1
had wreck	0
had wrecking	0
had policed	1
had policing	0
had beamed	1
had beam	0
had beaming	0
had trumpeted	1
had trumpet	0
had trumpeting	0
had sickened	1
had sicken	0
had sickening	0
had cleared	1
had clearing	0
had swamped	1
had swamp	0
had swamping	0
had scribbled	1
had scribble	0
had scribbling	0
had fetched	1
had fetch	0
had fetching	0
had contemplated	1
had contemplate	0
had contemplating	0
had documented	1
had document	0
had documenting	0
had imbibed	1
had imbibe	0
had imbibing	0
had exhaled	1
had exhale	0
had exhaling	0
had restructured	1
had restructure	0
had restructuring	0
had hammered	1
had hammer	0
had hammering	0
had guarded	1
had guard	0
had guarding	0
had armed	1
had arming	0
had defaulted	1
had default	0
had defaulting	0
had signified	1
had signify	0
had signifying	0
had reignited	1
had reignite	0
had reigniting	0
had wound	1
had winding	0
had lighted	1
had lighting	0
had thronged	1
had throng	0
had thronging	0
had shopped	1
had shop	0
had shopping	0
had sorted	1
had sorting	0
had prevailed	1
had prevail	0
had prevailing	0
had empowered	1
had empower	0
had empowering	0
had legitimized	1
had legitimize	0
had legitimizing	0
had structured	1
had structure	0
had structuring	0
had desired	1
had desire	0
had desiring	0
had accomplished	1
had accomplish	0
had accomplishing	0
had garnered	1
had garner	0
had garnering	0
had clung	1
had cling	0
had clinging	0
had dipped	1
had dip	0
had dipping	0
had expelled	1
had expel	0
had expelling	0
had pressed	1
had stripped	1
had strip	0
had stripping	0
had mediated	1
had mediate	0
had mediating	0
had indicted	1
had indict	0
had indicting	0
had multiplied	1
had multiply	0
had multiplying	0
had supplemented	1
had supplement	0
had supplementing	0
had combed	1
had comb	0
had combing	0
had touted	1
had tout	0
had touting	0
had motivated	1
had motivate	0
had motivating	0
had derided	1
had deride	0
had deriding	0
had huddled	1
had huddle	0
had huddling	0
had clutched	1
had clutch	0
had clutching	0
had scanned	1
had scan	0
had scanning	0
had trekked	1
had trek	0
had trekking	0
had rooted	1
had root	0
had rooting	0
had begged	1
had beg	0
had begging	0
had appeased	1
had appease	0
had appeasing	0
had parried	1
had parry	0
had parrying	0
had stumbled	1
had stumble	0
had stumbling	0
had painted	1
had painting	0
had binding	0
had alerted	1
had alert	0
had alerting	0
had rebounded	1
had rebound	0
had rebounding	0
had absorbed	1
had absorb	0
had absorbing	0
had displaced	1
had displace	0
had displacing	0
had complied	1
had comply	0
had complying	0
had indulged	1
had indulge	0
had indulging	0
had constructed	1
had construct	0
had constructing	0
had pled	1
had plead	0
had pleading	0
had distilled	1
had distill	0
had distilling	0
had grumbled	1
had grumble	0
had grumbling	0
had exceeded	1
had exceed	0
had exceeding	0
had contested	1
had contest	0
had contesting	0
had jetted	1
had jet	0
had jetting	0
had refreshed	1
had refresh	0
had refreshing	0
had sprouted	1
had sprout	0
had sprouting	0
had presumed	1
had presume	0
had presuming	0
had shouldered	1
had shouldering	0
had churned	1
had churn	0
had churning	0
had bemoaned	1
had bemoan	0
had bemoaning	0
had confiscated	1
had confiscate	0
had confiscating	0
had contracted	1
had contracting	0
had fertilized	1
had fertilize	0
had fertilizing	0
had implanted	1
had implant	0
had implanting	0
had reinvested	1
had reinvest	0
had reinvesting	0
had amassed	1
had amass	0
had amassing	0
had shifted	1
had shift	0
had shifting	0
had exploited	1
had exploit	0
had exploiting	0
had contrasted	1
had contrast	0
had shimmied	1
had shimmy	0
had shimmying	0
had clapped	1
had clap	0
had clapping	0
had smiled	1
had smile	0
had smiling	0
had discounted	1
had discount	0
had discounting	0
had relayed	1
had relay	0
had relaying	0
had swayed	1
had sway	0
had swaying	0
had bobbed	1
had bobbing	0
had tapped	1
had tap	0
had tapping	0
had dredged	1
had dredge	0
had dredging	0
had corrected	1
had correct	0
had correcting	0
had vanquished	1
had vanquish	0
had vanquishing	0
had concentrated	1
had concentrate	0
had concentrating	0
had depressed	1
had depress	0
had depressing	0
had disbanded	1
had disband	0
had disbanding	0
had deemed	1
had deem	0
had deeming	0
had withheld	1
had withhold	0
had withholding	0
had outpaced	1
had outpace	0
had outpacing	0
had breached	1
had breach	0
had breaching	0
had mistreated	1
had mistreat	0
had mistreating	0
had dampened	1
had dampen	0
had dampening	0
had diverted	1
had divert	0
had diverting	0
had overreacted	1
had overreact	0
had overreacting	0
had torpedoed	1
had torpedo	0
had torpedoing	0
had swum	1
had swim	0
had swimming	0
had drowned	1
had drown	0
had drowning	0
had milked	1
had milking	0
had evolved	1
had evolve	0
had evolving	0
had casting	0
had wrangled	1
had wrangle	0
had wrangling	0
had distinguished	1
had distinguish	0
had distinguishing	0
had improvised	1
had improvise	0
had improvising	0
had gauged	1
had gauge	0
had gauging	0
had hindered	1
had hinder	0
had hindering	0
had flipped	1
had flip	0
had flipping	0
had traversed	1
had traverse	0
had traversing	0
had alleviated	1
had alleviate	0
had alleviating	0
had witnessed	1
had witness	0
had witnessing	0
had enticed	1
had entice	0
had enticing	0
had placated	1
had placate	0
had placating	0
had drooped	1
had droop	0
had drooping	0
had consisted	1
had consist	0
had consisting	0
had circulated	1
had circulate	0
had circulating	0
had echoed	1
had echo	0
had echoing	0
had hardened	1
had harden	0
had hardening	0
had healed	1
had heal	0
had bowled	1
had bowl	0
had bowling	0
had snared	1
had snare	0
had snaring	0
had chatted	1
had chat	0
had chatting	0
had chopped	1
had chop	0
had chopping	0
had weakened	1
had weaken	0
had weakening	0
had dissipated	1
had dissipate	0
had dissipating	0
had dissected	1
had dissect	0
had dissecting	0
had hailed	1
had hail	0
had hailing	0
had subscribed	1
had subscribe	0
had subscribing	0
had championed	1
had champion	0
had championing	0
had braced	1
had brace	0
had bracing	0
had swarmed	1
had swarm	0
had swarming	0
had analyzed	1
had analyze	0
had analyzing	0
had languished	1
had languish	0
had languishing	0
had stared	1
had stare	0
had staring	0
had repelled	1
had repel	0
had repelling	0
had retaken	1
had retake	0
had retaking	0
had thanked	1
had thank	0
had thanking	0
had quantified	1
had quantify	0
had quantifying	0
had recreated	1
had recreate	0
had recreating	0
had jacked	1
had jack	0
had jacking	0
had transplanted	1
had transplant	0
had transplanting	0
had expedited	1
had expedite	0
had expediting	0
had tucked	1
had tuck	0
had tucking	0
had fried	1
had fry	0
had frying	0
had countered	1
had counter	0
had countering	0
had weathered	1
had weathering	0
had reprised	1
had reprise	0
had reprising	0
had evoked	1
had evoke	0
had evoking	0
had summed	1
had sum	0
had summing	0
had petitioned	1
had petition	0
had petitioning	0
had hiked	1
had hike	0
had hiking	0
had heckled	1
had heckle	0
had heckling	0
had jeered	1
had jeer	0
had jeering	0
had sweetened	1
had sweeten	0
had sweetening	0
had conspired	1
had conspire	0
had conspiring	0
had broached	1
had broach	0
had broaching	0
had deprived	1
had deprive	0
had depriving	0
had deleted	1
had delete	0
had deleting	0
had sharpened	1
had sharpen	0
had sharpening	0
had penalized	1
had penalize	0
had penalizing	0
had nationalized	1
had nationalize	0
had nationalizing	0
had terrorized	1
had terrorize	0
had terrorizing	0
had prayed	1
had pray	0
had praying	0
had comprised	1
had comprise	0
had comprising	0
had teetered	1
had teeter	0
had teetering	0
had pictured	1
had picture	0
had picturing	0
had handcuffed	1
had handcuff	0
had handcuffing	0
had normalized	1
had normalize	0
had normalizing	0
had speeded	1
had speed	0
had speeding	0
had extradited	1
had extradite	0
had extraditing	0
had tarnished	1
had tarnish	0
had tarnishing	0
had repaired	1
had repair	0
had repairing	0
had bashed	1
had bash	0
had bashing	0
had booed	1
had boo	0
had booing	0
had denoted	1
had denote	0
had denoting	0
had parked	1
had park	0
had damped	1
had damp	0
had damping	0
had rendered	1
had render	0
had rendering	0
had beckoned	1
had beckon	0
had beckoning	0
had replenished	1
had replenish	0
had replenishing	0
had dedicated	1
had dedicate	0
had dedicating	0
had nurtured	1
had nurture	0
had nurturing	0
had medicated	1
had medicate	0
had medicating	0
had smoked	1
had smoking	0
had extricated	1
had extricate	0
had extricating	0
had revisited	1
had revisit	0
had revisiting	0
had rescinded	1
had rescind	0
had rescinding	0
had cultivated	1
had cultivate	0
had cultivating	0
had preceded	1
had precede	0
had preceding	0
had stipulated	1
had stipulate	0
had stipulating	0
had taunted	1
had taunt	0
had taunting	0
had staged	1
had staging	0
had outstripped	1
had outstrip	0
had outstripping	0
had apprehended	1
had apprehend	0
had apprehending	0
had administered	1
had administer	0
had administering	0
had infringed	1
